order_item_id,order_id,client_id,sale_date,product_id
931,431,966,2024-12-04,2
932,432,930,2025-05-22,15
933,433,321,2024-09-27,11
934,434,45,2025-04-03,20
935,435,691,2024-09-04,1
936,436,642,2024-11-01,3
937,437,977,2025-04-22,17
938,438,787,2025-01-18,13
939,439,148,2025-03-26,19
940,440,413,2025-02-09,8
941,441,935,2024-09-14,18
942,442,806,2024-11-28,18
943,443,822,2025-01-22,9
944,444,608,2025-02-19,2
945,445,61,2024-10-15,9
946,446,336,2024-11-16,20
947,447,939,2024-09-01,19
948,448,364,2025-04-24,1
949,449,129,2024-09-14,9
950,450,682,2024-08-14,16
951,451,424,2024-11-21,11
952,452,359,2025-04-13,7
953,453,772,2024-10-01,8
954,454,371,2024-12-03,5
955,455,547,2025-06-21,13
956,456,80,2025-03-02,1
957,457,776,2025-02-14,2
958,458,836,2024-08-19,20
959,459,877,2024-11-27,17
960,460,216,2025-03-18,12
961,461,354,2025-06-27,16
962,462,219,2025-06-12,9
963,463,123,2025-07-20,14
964,464,148,2025-07-09,2
965,465,216,2025-04-28,3
966,466,999,2024-09-25,8
967,467,363,2024-08-23,13
968,468,514,2024-12-26,18
969,469,683,2025-02-07,7
970,470,473,2025-06-17,2
971,471,736,2024-09-01,16
972,472,631,2024-07-31,13
973,473,147,2024-10-09,11
974,474,205,2025-04-24,7
975,475,565,2025-04-04,1
976,476,192,2025-03-25,6
977,477,228,2025-05-07,18
978,478,730,2025-06-13,19
979,479,798,2025-06-07,16
980,480,285,2025-01-26,17
981,481,363,2024-10-12,9
982,482,627,2024-10-08,20
983,483,79,2025-03-09,8
984,484,757,2025-01-22,11
985,485,70,2024-08-14,20
986,486,758,2025-01-21,5
987,487,369,2025-05-10,17
988,488,454,2024-09-01,17
989,489,76,2025-06-08,17
990,490,812,2025-06-09,4
991,491,382,2024-11-04,18
992,492,825,2025-04-15,18
993,493,765,2024-10-24,10
994,494,631,2024-10-25,4
995,495,952,2025-03-27,3
996,496,483,2024-07-31,1
997,497,74,2025-05-20,6
998,498,221,2025-02-14,19
999,499,998,2025-03-06,16
1000,500,203,2024-09-01,17
1001,1,543,2024-09-11,8
1002,2,287,2024-09-05,7
1003,3,968,2024-12-13,4
1004,4,544,2024-09-01,5
1005,5,150,2025-06-28,11
1006,6,206,2025-07-14,9
1007,7,267,2024-12-19,13
1008,8,801,2025-04-23,9
1009,9,927,2025-04-26,10
1010,10,486,2024-12-27,7
1011,11,148,2025-02-26,18
1012,12,52,2024-09-24,11
1013,13,807,2025-01-26,14
1014,14,103,2024-11-10,18
1015,15,885,2025-01-24,18
1016,16,498,2024-08-07,8
1017,17,847,2024-10-01,7
1018,18,331,2025-04-01,12
1019,19,371,2025-05-03,2
1020,20,24,2025-01-25,7
1021,21,434,2024-08-30,5
1022,22,3,2024-10-10,16
1023,23,161,2024-09-07,7
1024,24,63,2024-08-14,11
1025,25,801,2024-09-25,8
1026,26,342,2025-01-04,13
1027,27,484,2024-08-29,17
1028,28,323,2024-10-12,20
1029,29,324,2024-09-08,8
1030,30,418,2025-03-31,18
1031,31,745,2024-09-13,18
1032,32,527,2024-10-20,8
1033,33,529,2025-03-30,19
1034,34,923,2025-01-27,9
1035,35,271,2025-07-07,5
1036,36,271,2025-05-26,18
1037,37,252,2025-05-31,8
1038,38,266,2025-03-11,7
1039,39,768,2025-04-10,13
1040,40,278,2024-11-01,15
1041,41,110,2025-03-16,15
1042,42,762,2024-10-03,1
1043,43,896,2024-09-23,6
1044,44,132,2025-05-26,10
1045,45,924,2024-09-25,6
1046,46,252,2024-12-29,1
1047,47,840,2024-10-24,10
1048,48,889,2025-02-22,17
1049,49,307,2025-03-19,15
1050,50,122,2024-12-05,18
1051,51,881,2024-10-12,4
1052,52,761,2025-01-12,14
1053,53,818,2025-01-26,20
1054,54,452,2025-07-05,17
1055,55,135,2024-12-04,17
1056,56,826,2025-02-24,5
1057,57,589,2024-08-27,7
1058,58,18,2025-03-30,8
1059,59,92,2024-10-27,4
1060,60,46,2025-04-17,3
1061,61,136,2025-05-19,3
1062,62,363,2025-04-28,11
1063,63,398,2025-01-10,8
1064,64,177,2025-02-06,2
1065,65,702,2025-04-10,6
1066,66,993,2024-10-12,7
1067,67,884,2024-09-24,4
1068,68,670,2024-12-31,4
1069,69,437,2024-12-22,20
1070,70,77,2024-08-02,18
1071,71,979,2025-07-06,16
1072,72,814,2024-08-12,20
1073,73,457,2024-10-18,3
1074,74,498,2025-02-06,12
1075,75,254,2025-01-24,3
1076,76,728,2024-12-03,10
1077,77,225,2025-05-28,14
1078,78,462,2024-09-25,17
1079,79,948,2024-10-10,5
1080,80,349,2025-04-11,7
1081,81,91,2024-12-14,11
1082,82,50,2024-10-28,8
1083,83,641,2025-01-08,18
1084,84,904,2025-06-21,8
1085,85,578,2025-03-03,3
1086,86,662,2025-04-01,2
1087,87,375,2024-09-11,1
1088,88,923,2024-11-17,7
1089,89,53,2024-09-11,15
1090,90,172,2024-10-02,19
1091,91,943,2025-07-18,13
1092,92,818,2025-03-22,10
1093,93,750,2025-06-19,5
1094,94,703,2024-10-07,8
1095,95,972,2025-01-19,16
1096,96,803,2024-10-28,16
1097,97,121,2025-05-18,6
1098,98,514,2025-02-21,15
1099,99,887,2024-12-07,16
1100,100,147,2025-02-14,20
1101,101,506,2025-02-08,5
1102,102,510,2025-07-13,10
1103,103,529,2025-05-07,10
1104,104,237,2024-10-27,7
1105,105,740,2024-12-30,7
1106,106,188,2024-10-27,18
1107,107,44,2024-12-28,3
1108,108,623,2024-12-23,3
1109,109,561,2025-07-09,15
1110,110,768,2024-11-08,7
1111,111,261,2024-08-12,6
1112,112,990,2024-09-15,13
1113,113,112,2025-07-01,20
1114,114,871,2025-04-07,4
1115,115,593,2024-09-04,10
1116,116,148,2025-01-13,2
1117,117,446,2025-01-30,18
1118,118,283,2024-10-08,20
1119,119,447,2024-08-11,3
1120,120,113,2025-05-29,15
1121,121,285,2025-04-20,6
1122,122,939,2025-03-11,19
1123,123,405,2025-07-05,10
1124,124,309,2024-10-22,9
1125,125,599,2025-06-08,3
1126,126,62,2025-03-24,4
1127,127,896,2025-03-06,8
1128,128,276,2024-11-09,17
1129,129,213,2024-10-01,4
1130,130,284,2025-02-20,17
1131,131,557,2025-06-27,18
1132,132,631,2025-06-05,5
1133,133,903,2025-05-19,18
1134,134,640,2024-08-21,14
1135,135,308,2024-08-12,20
1136,136,212,2024-10-02,18
1137,137,718,2024-11-13,19
1138,138,726,2025-06-30,1
1139,139,390,2025-03-27,2
1140,140,741,2024-12-24,14
1141,141,434,2025-07-17,4
1142,142,86,2024-12-11,16
1143,143,355,2025-02-20,8
1144,144,444,2025-06-16,3
1145,145,314,2025-02-23,7
1146,146,15,2025-03-10,20
1147,147,819,2025-05-18,2
1148,148,104,2025-01-15,18
1149,149,19,2024-11-29,16
1150,150,941,2024-08-24,10
1151,151,597,2024-08-17,20
1152,152,927,2025-03-28,2
1153,153,372,2025-01-30,8
1154,154,131,2024-12-07,13
1155,155,433,2025-04-11,5
1156,156,95,2025-04-21,6
1157,157,820,2025-05-24,12
1158,158,802,2025-07-20,18
1159,159,213,2025-01-10,2
1160,160,940,2025-07-20,15
1161,161,991,2025-07-04,1
1162,162,283,2024-08-22,20
1163,163,787,2025-02-24,9
1164,164,117,2025-06-17,11
1165,165,588,2024-12-10,12
1166,166,723,2025-01-28,4
1167,167,162,2024-12-28,20
1168,168,772,2025-03-09,5
1169,169,856,2024-11-18,20
1170,170,499,2025-03-03,8
1171,171,102,2024-12-18,3
1172,172,72,2024-11-01,15
1173,173,661,2025-01-09,13
1174,174,499,2024-11-17,12
1175,175,691,2024-08-21,5
1176,176,533,2025-01-14,6
1177,177,305,2024-12-02,11
1178,178,377,2025-06-18,14
1179,179,855,2025-06-02,2
1180,180,541,2024-08-01,17
1181,181,261,2024-08-23,17
1182,182,958,2024-11-04,20
1183,183,869,2025-01-27,9
1184,184,54,2024-12-03,2
1185,185,822,2024-09-06,20
1186,186,707,2024-12-29,2
1187,187,538,2024-10-13,13
1188,188,302,2024-09-24,5
1189,189,783,2025-04-14,15
1190,190,106,2024-09-11,14
1191,191,875,2024-12-07,16
1192,192,286,2024-11-08,18
1193,193,147,2024-10-31,3
1194,194,87,2025-06-04,11
1195,195,503,2025-02-07,13
1196,196,726,2024-12-09,8
1197,197,825,2025-03-18,1
1198,198,55,2024-10-12,6
1199,199,326,2025-06-16,9
1200,200,566,2025-05-29,14
1201,201,2,2025-05-26,4
1202,202,392,2025-04-10,16
1203,203,843,2025-05-11,5
1204,204,688,2025-01-26,10
1205,205,788,2025-02-18,1
1206,206,516,2025-02-12,19
1207,207,95,2024-10-19,16
1208,208,101,2024-09-08,5
1209,209,346,2024-11-27,19
1210,210,550,2024-12-24,3
1211,211,683,2025-03-23,10
1212,212,582,2025-07-29,3
1213,213,450,2024-08-31,2
1214,214,228,2024-10-20,6
1215,215,420,2025-06-02,1
1216,216,493,2025-07-18,2
1217,217,858,2025-07-01,8
1218,218,741,2024-09-28,2
1219,219,338,2025-05-09,17
1220,220,211,2025-04-26,14
1221,221,210,2025-03-18,3
1222,222,162,2024-12-17,4
1223,223,314,2024-12-31,20
1224,224,208,2025-04-03,1
1225,225,863,2024-10-06,20
1226,226,945,2025-02-11,5
1227,227,66,2025-03-28,17
1228,228,116,2025-02-12,20
1229,229,3,2024-09-21,13
1230,230,937,2025-05-19,10
1231,231,530,2024-12-09,14
1232,232,669,2024-08-25,10
1233,233,506,2025-04-08,20
1234,234,738,2024-11-02,18
1235,235,488,2025-06-19,10
1236,236,305,2025-01-28,4
1237,237,249,2024-08-10,6
1238,238,730,2025-02-28,7
1239,239,433,2025-07-27,9
1240,240,623,2025-02-22,20
1241,241,753,2024-08-08,1
1242,242,297,2024-10-06,11
1243,243,413,2024-08-29,6
1244,244,226,2025-07-09,12
1245,245,582,2024-12-21,1
1246,246,871,2024-10-17,14
1247,247,288,2025-06-16,14
1248,248,600,2025-05-07,8
1249,249,280,2024-12-26,7
1250,250,538,2024-09-17,3
1251,251,584,2025-04-09,9
1252,252,50,2024-11-02,10
1253,253,900,2025-01-31,2
1254,254,216,2025-05-30,15
1255,255,490,2025-02-09,7
1256,256,739,2024-10-15,9
1257,257,898,2024-08-04,6
1258,258,128,2025-05-18,17
1259,259,100,2024-09-18,3
1260,260,127,2024-09-09,10
1261,261,641,2025-03-10,16
1262,262,906,2024-09-30,9
1263,263,411,2025-03-11,12
1264,264,987,2025-03-08,15
1265,265,899,2024-12-23,16
1266,266,146,2025-03-12,5
1267,267,51,2025-07-14,10
1268,268,829,2025-02-16,16
1269,269,998,2025-02-16,15
1270,270,218,2024-09-10,1
1271,271,211,2025-07-28,1
1272,272,122,2025-03-26,7
1273,273,704,2024-11-01,1
1274,274,342,2025-04-03,5
1275,275,394,2025-01-12,2
1276,276,567,2025-06-01,4
1277,277,645,2024-09-02,12
1278,278,15,2024-12-25,12
1279,279,459,2025-07-01,1
1280,280,63,2024-10-29,7
1281,281,221,2025-07-06,11
1282,282,247,2025-05-07,4
1283,283,490,2024-11-13,13
1284,284,875,2025-05-04,16
1285,285,697,2024-12-25,10
1286,286,616,2024-12-11,12
1287,287,358,2025-06-15,4
1288,288,73,2024-10-18,3
1289,289,161,2024-11-04,16
1290,290,770,2025-06-07,4
1291,291,588,2024-08-01,17
1292,292,194,2025-04-07,13
1293,293,882,2025-04-19,12
1294,294,227,2025-06-30,16
1295,295,643,2025-07-19,12
1296,296,499,2025-01-12,17
1297,297,912,2024-08-17,6
1298,298,491,2025-07-20,16
1299,299,324,2024-12-12,19
1300,300,480,2024-08-24,17
1301,301,18,2025-01-10,7
1302,302,933,2024-09-27,3
1303,303,152,2025-06-13,14
1304,304,303,2025-03-12,11
1305,305,919,2025-01-10,12
1306,306,758,2024-09-20,13
1307,307,720,2025-04-18,4
1308,308,702,2024-09-26,8
1309,309,450,2025-07-20,5
1310,310,683,2025-02-04,16
1311,311,58,2025-03-11,10
1312,312,922,2024-09-29,12
1313,313,938,2025-02-19,3
1314,314,410,2025-04-04,10
1315,315,483,2025-07-04,1
1316,316,969,2024-08-09,9
1317,317,704,2025-04-23,1
1318,318,592,2025-05-11,14
1319,319,483,2025-05-28,17
1320,320,35,2024-08-11,14
1321,321,72,2025-02-19,4
1322,322,578,2025-05-29,4
1323,323,855,2025-06-01,14
1324,324,936,2025-03-24,18
1325,325,691,2025-06-20,16
1326,326,907,2024-11-23,20
1327,327,736,2024-12-05,16
1328,328,704,2024-09-10,15
1329,329,161,2025-01-04,2
1330,330,80,2024-11-19,19
1331,331,43,2024-09-28,18
1332,332,986,2025-04-12,6
1333,333,137,2024-10-19,19
1334,334,986,2024-09-21,2
1335,335,359,2025-03-07,14
1336,336,259,2025-03-26,9
1337,337,58,2025-03-21,8
1338,338,799,2025-02-26,5
1339,339,679,2024-12-23,9
1340,340,35,2025-04-24,7
1341,341,497,2025-03-29,19
1342,342,683,2025-04-14,4
1343,343,707,2025-01-03,15
1344,344,464,2025-05-22,17
1345,345,918,2025-01-07,8
1346,346,86,2024-08-09,16
1347,347,75,2024-10-24,9
1348,348,451,2024-09-18,4
1349,349,927,2025-02-16,10
1350,350,629,2025-02-28,4
1351,351,141,2024-09-26,6
1352,352,188,2024-10-15,3
1353,353,890,2025-07-07,6
1354,354,477,2024-10-15,17
1355,355,953,2025-03-27,3
1356,356,455,2025-07-13,1
1357,357,291,2024-10-07,3
1358,358,450,2025-01-22,5
1359,359,848,2024-10-24,5
1360,360,332,2024-12-21,13
1361,361,224,2025-05-24,20
1362,362,601,2025-06-24,18
1363,363,942,2024-08-03,18
1364,364,298,2025-07-15,19
1365,365,342,2025-02-07,11
1366,366,477,2025-07-15,1
1367,367,709,2025-03-08,7
1368,368,522,2024-10-31,13
1369,369,82,2025-05-12,5
1370,370,871,2025-02-11,19
1371,371,537,2025-03-15,14
1372,372,218,2024-10-23,9
1373,373,42,2024-09-10,11
1374,374,564,2025-04-22,17
1375,375,442,2025-02-16,13
1376,376,971,2025-04-06,12
1377,377,180,2025-04-17,11
1378,378,83,2024-12-15,19
1379,379,887,2024-11-11,12
1380,380,868,2024-08-08,3
1381,381,226,2025-03-26,5
1382,382,955,2025-04-22,17
1383,383,267,2024-09-15,4
1384,384,928,2025-03-27,10
1385,385,773,2025-04-09,18
1386,386,579,2025-04-05,19
1387,387,934,2024-09-07,3
1388,388,363,2025-07-21,3
1389,389,627,2025-03-19,13
1390,390,48,2025-04-27,11
1391,391,728,2025-05-11,8
1392,392,850,2024-09-01,9
1393,393,313,2025-02-05,6
1394,394,413,2025-02-22,20
1395,395,454,2024-08-04,7
1396,396,400,2024-09-07,8
1397,397,403,2024-08-09,15
1398,398,994,2025-06-08,13
1399,399,70,2025-02-19,2
1400,400,135,2024-12-24,17
1401,401,763,2024-08-25,3
1402,402,406,2025-01-17,12
1403,403,9,2024-10-26,14
1404,404,127,2025-01-13,16
1405,405,990,2025-04-04,14
1406,406,952,2024-12-19,17
1407,407,821,2025-06-26,3
1408,408,284,2025-06-28,9
1409,409,915,2025-01-07,7
1410,410,805,2025-06-28,8
1411,411,647,2024-12-09,2
1412,412,586,2025-01-14,13
1413,413,907,2024-09-11,3
1414,414,545,2025-02-20,1
1415,415,869,2024-11-18,10
1416,416,727,2024-12-30,12
1417,417,485,2025-02-07,5
1418,418,672,2025-04-17,12
1419,419,614,2024-11-21,4
1420,420,334,2024-10-24,18
1421,421,963,2024-10-27,8
1422,422,970,2024-12-19,2
1423,423,844,2025-07-01,8
1424,424,692,2024-12-20,18
1425,425,134,2025-01-14,4
1426,426,345,2025-03-13,17
1427,427,359,2024-12-18,20
1428,428,421,2024-11-23,10
1429,429,218,2025-06-17,8
1430,430,764,2025-07-10,13
1431,431,966,2024-12-04,20
1432,432,930,2025-05-22,19
1433,433,321,2024-09-27,2
1434,434,45,2025-04-03,13
1435,435,691,2024-09-04,11
1436,436,642,2024-11-01,16
1437,437,977,2025-04-22,20
1438,438,787,2025-01-18,3
1439,439,148,2025-03-26,17
1440,440,413,2025-02-09,8
1441,441,935,2024-09-14,2
1442,442,806,2024-11-28,2
1443,443,822,2025-01-22,2
1444,444,608,2025-02-19,4
1445,445,61,2024-10-15,17
1446,446,336,2024-11-16,7
1447,447,939,2024-09-01,6
1448,448,364,2025-04-24,15
1449,449,129,2024-09-14,13
1450,450,682,2024-08-14,11
1451,451,424,2024-11-21,19
1452,452,359,2025-04-13,9
1453,453,772,2024-10-01,6
1454,454,371,2024-12-03,6
1455,455,547,2025-06-21,4
1456,456,80,2025-03-02,14
1457,457,776,2025-02-14,14
1458,458,836,2024-08-19,2
1459,459,877,2024-11-27,8
1460,460,216,2025-03-18,10
1461,461,354,2025-06-27,15
1462,462,219,2025-06-12,20
1463,463,123,2025-07-20,5
1464,464,148,2025-07-09,8
1465,465,216,2025-04-28,2
1466,466,999,2024-09-25,19
1467,467,363,2024-08-23,4
1468,468,514,2024-12-26,3
1469,469,683,2025-02-07,6
1470,470,473,2025-06-17,10
1471,471,736,2024-09-01,6
1472,472,631,2024-07-31,10
1473,473,147,2024-10-09,19
1474,474,205,2025-04-24,10
1475,475,565,2025-04-04,6
1476,476,192,2025-03-25,14
1477,477,228,2025-05-07,18
1478,478,730,2025-06-13,19
1479,479,798,2025-06-07,4
1480,480,285,2025-01-26,8
1481,481,363,2024-10-12,13
1482,482,627,2024-10-08,11
1483,483,79,2025-03-09,18
1484,484,757,2025-01-22,20
1485,485,70,2024-08-14,8
1486,486,758,2025-01-21,12
1487,487,369,2025-05-10,8
1488,488,454,2024-09-01,19
1489,489,76,2025-06-08,20
1490,490,812,2025-06-09,4
1491,491,382,2024-11-04,6
1492,492,825,2025-04-15,20
1493,493,765,2024-10-24,9
1494,494,631,2024-10-25,15
1495,495,952,2025-03-27,20
1496,496,483,2024-07-31,7
1497,497,74,2025-05-20,2
1498,498,221,2025-02-14,7
1499,499,998,2025-03-06,13
1500,500,203,2024-09-01,10
1501,1,543,2024-09-11,7
1502,2,287,2024-09-05,15
1503,3,968,2024-12-13,8
1504,4,544,2024-09-01,8
1505,5,150,2025-06-28,16
1506,6,206,2025-07-14,9
1507,7,267,2024-12-19,10
1508,8,801,2025-04-23,6
1509,9,927,2025-04-26,8
1510,10,486,2024-12-27,11
1511,11,148,2025-02-26,5
1512,12,52,2024-09-24,17
1513,13,807,2025-01-26,2
1514,14,103,2024-11-10,17
1515,15,885,2025-01-24,3
1516,16,498,2024-08-07,9
1517,17,847,2024-10-01,14
1518,18,331,2025-04-01,17
1519,19,371,2025-05-03,13
1520,20,24,2025-01-25,5
1521,21,434,2024-08-30,2
1522,22,3,2024-10-10,18
1523,23,161,2024-09-07,10
1524,24,63,2024-08-14,10
1525,25,801,2024-09-25,3
1526,26,342,2025-01-04,1
1527,27,484,2024-08-29,9
1528,28,323,2024-10-12,4
1529,29,324,2024-09-08,5
1530,30,418,2025-03-31,7
1531,31,745,2024-09-13,3
1532,32,527,2024-10-20,8
1533,33,529,2025-03-30,17
1534,34,923,2025-01-27,8
1535,35,271,2025-07-07,15
1536,36,271,2025-05-26,15
1537,37,252,2025-05-31,1
1538,38,266,2025-03-11,8
1539,39,768,2025-04-10,1
1540,40,278,2024-11-01,8
1541,41,110,2025-03-16,19
1542,42,762,2024-10-03,2
1543,43,896,2024-09-23,13
1544,44,132,2025-05-26,13
1545,45,924,2024-09-25,6
1546,46,252,2024-12-29,13
1547,47,840,2024-10-24,19
1548,48,889,2025-02-22,18
1549,49,307,2025-03-19,5
1550,50,122,2024-12-05,8
1551,51,881,2024-10-12,13
1552,52,761,2025-01-12,3
1553,53,818,2025-01-26,15
1554,54,452,2025-07-05,6
1555,55,135,2024-12-04,8
1556,56,826,2025-02-24,11
1557,57,589,2024-08-27,4
1558,58,18,2025-03-30,17
1559,59,92,2024-10-27,9
1560,60,46,2025-04-17,2
1561,61,136,2025-05-19,6
1562,62,363,2025-04-28,16
1563,63,398,2025-01-10,6
1564,64,177,2025-02-06,13
1565,65,702,2025-04-10,11
1566,66,993,2024-10-12,1
1567,67,884,2024-09-24,7
1568,68,670,2024-12-31,17
1569,69,437,2024-12-22,11
1570,70,77,2024-08-02,10
1571,71,979,2025-07-06,19
1572,72,814,2024-08-12,12
1573,73,457,2024-10-18,19
1574,74,498,2025-02-06,15
1575,75,254,2025-01-24,4
1576,76,728,2024-12-03,16
1577,77,225,2025-05-28,9
1578,78,462,2024-09-25,6
1579,79,948,2024-10-10,20
1580,80,349,2025-04-11,14
1581,81,91,2024-12-14,11
1582,82,50,2024-10-28,6
1583,83,641,2025-01-08,14
1584,84,904,2025-06-21,3
1585,85,578,2025-03-03,2
1586,86,662,2025-04-01,2
1587,87,375,2024-09-11,1
1588,88,923,2024-11-17,18
1589,89,53,2024-09-11,7
1590,90,172,2024-10-02,3
1591,91,943,2025-07-18,6
1592,92,818,2025-03-22,2
1593,93,750,2025-06-19,18
1594,94,703,2024-10-07,3
1595,95,972,2025-01-19,18
1596,96,803,2024-10-28,15
1597,97,121,2025-05-18,12
1598,98,514,2025-02-21,10
1599,99,887,2024-12-07,5
1600,100,147,2025-02-14,6
1601,101,506,2025-02-08,20
1602,102,510,2025-07-13,17
1603,103,529,2025-05-07,11
1604,104,237,2024-10-27,13
1605,105,740,2024-12-30,1
1606,106,188,2024-10-27,1
1607,107,44,2024-12-28,4
1608,108,623,2024-12-23,9
1609,109,561,2025-07-09,8
1610,110,768,2024-11-08,6
1611,111,261,2024-08-12,4
1612,112,990,2024-09-15,6
1613,113,112,2025-07-01,19
1614,114,871,2025-04-07,1
1615,115,593,2024-09-04,7
1616,116,148,2025-01-13,18
1617,117,446,2025-01-30,8
1618,118,283,2024-10-08,2
1619,119,447,2024-08-11,5
1620,120,113,2025-05-29,3
1621,121,285,2025-04-20,13
1622,122,939,2025-03-11,20
1623,123,405,2025-07-05,5
1624,124,309,2024-10-22,1
1625,125,599,2025-06-08,18
1626,126,62,2025-03-24,4
1627,127,896,2025-03-06,12
1628,128,276,2024-11-09,10
1629,129,213,2024-10-01,10
1630,130,284,2025-02-20,20
1631,131,557,2025-06-27,20
1632,132,631,2025-06-05,13
1633,133,903,2025-05-19,15
1634,134,640,2024-08-21,8
1635,135,308,2024-08-12,15
1636,136,212,2024-10-02,8
1637,137,718,2024-11-13,11
1638,138,726,2025-06-30,8
1639,139,390,2025-03-27,1
1640,140,741,2024-12-24,14
1641,141,434,2025-07-17,6
1642,142,86,2024-12-11,16
1643,143,355,2025-02-20,13
1644,144,444,2025-06-16,18
1645,145,314,2025-02-23,19
1646,146,15,2025-03-10,5
1647,147,819,2025-05-18,10
1648,148,104,2025-01-15,20
1649,149,19,2024-11-29,8
1650,150,941,2024-08-24,17
1651,151,597,2024-08-17,5
1652,152,927,2025-03-28,6
1653,153,372,2025-01-30,20
1654,154,131,2024-12-07,15
1655,155,433,2025-04-11,4
1656,156,95,2025-04-21,13
1657,157,820,2025-05-24,8
1658,158,802,2025-07-20,13
1659,159,213,2025-01-10,14
1660,160,940,2025-07-20,9
1661,161,991,2025-07-04,11
1662,162,283,2024-08-22,5
1663,163,787,2025-02-24,11
1664,164,117,2025-06-17,17
1665,165,588,2024-12-10,16
1666,166,723,2025-01-28,11
1667,167,162,2024-12-28,10
1668,168,772,2025-03-09,4
1669,169,856,2024-11-18,15
1670,170,499,2025-03-03,5
1671,171,102,2024-12-18,15
1672,172,72,2024-11-01,18
1673,173,661,2025-01-09,19
1674,174,499,2024-11-17,12
1675,175,691,2024-08-21,5
1676,176,533,2025-01-14,20
1677,177,305,2024-12-02,12
1678,178,377,2025-06-18,5
1679,179,855,2025-06-02,7
1680,180,541,2024-08-01,3
1681,181,261,2024-08-23,19
1682,182,958,2024-11-04,5
1683,183,869,2025-01-27,13
1684,184,54,2024-12-03,5
1685,185,822,2024-09-06,19
1686,186,707,2024-12-29,4
1687,187,538,2024-10-13,15
1688,188,302,2024-09-24,19
1689,189,783,2025-04-14,4
1690,190,106,2024-09-11,12
1691,191,875,2024-12-07,20
1692,192,286,2024-11-08,2
1693,193,147,2024-10-31,6
1694,194,87,2025-06-04,4
1695,195,503,2025-02-07,6
1696,196,726,2024-12-09,1
1697,197,825,2025-03-18,13
1698,198,55,2024-10-12,19
1699,199,326,2025-06-16,17
1700,200,566,2025-05-29,8
1701,201,2,2025-05-26,4
1702,202,392,2025-04-10,3
1703,203,843,2025-05-11,17
1704,204,688,2025-01-26,8
1705,205,788,2025-02-18,14
1706,206,516,2025-02-12,10
1707,207,95,2024-10-19,16
1708,208,101,2024-09-08,19
1709,209,346,2024-11-27,10
1710,210,550,2024-12-24,12
1711,211,683,2025-03-23,15
1712,212,582,2025-07-29,19
1713,213,450,2024-08-31,3
1714,214,228,2024-10-20,17
1715,215,420,2025-06-02,1
1716,216,493,2025-07-18,19
1717,217,858,2025-07-01,13
1718,218,741,2024-09-28,17
1719,219,338,2025-05-09,13
1720,220,211,2025-04-26,18
1721,221,210,2025-03-18,4
1722,222,162,2024-12-17,18
1723,223,314,2024-12-31,12
1724,224,208,2025-04-03,4
1725,225,863,2024-10-06,8
1726,226,945,2025-02-11,6
1727,227,66,2025-03-28,8
1728,228,116,2025-02-12,11
1729,229,3,2024-09-21,18
1730,230,937,2025-05-19,1
1731,231,530,2024-12-09,6
1732,232,669,2024-08-25,16
1733,233,506,2025-04-08,19
1734,234,738,2024-11-02,16
1735,235,488,2025-06-19,8
1736,236,305,2025-01-28,15
1737,237,249,2024-08-10,2
1738,238,730,2025-02-28,6
1739,239,433,2025-07-27,6
1740,240,623,2025-02-22,18
1741,241,753,2024-08-08,4
1742,242,297,2024-10-06,19
1743,243,413,2024-08-29,12
1744,244,226,2025-07-09,13
1745,245,582,2024-12-21,1
1746,246,871,2024-10-17,5
1747,247,288,2025-06-16,6
1748,248,600,2025-05-07,17
1749,249,280,2024-12-26,7
1750,250,538,2024-09-17,3
1751,251,584,2025-04-09,5
1752,252,50,2024-11-02,20
1753,253,900,2025-01-31,10
1754,254,216,2025-05-30,1
1755,255,490,2025-02-09,11
1756,256,739,2024-10-15,5
1757,257,898,2024-08-04,5
1758,258,128,2025-05-18,16
1759,259,100,2024-09-18,10
1760,260,127,2024-09-09,9
1761,261,641,2025-03-10,5
1762,262,906,2024-09-30,6
1763,263,411,2025-03-11,1
1764,264,987,2025-03-08,2
1765,265,899,2024-12-23,15
1766,266,146,2025-03-12,11
1767,267,51,2025-07-14,12
1768,268,829,2025-02-16,20
1769,269,998,2025-02-16,5
1770,270,218,2024-09-10,17
1771,271,211,2025-07-28,17
1772,272,122,2025-03-26,17
1773,273,704,2024-11-01,18
1774,274,342,2025-04-03,20
1775,275,394,2025-01-12,19
1776,276,567,2025-06-01,17
1777,277,645,2024-09-02,17
1778,278,15,2024-12-25,4
1779,279,459,2025-07-01,9
1780,280,63,2024-10-29,8
1781,281,221,2025-07-06,4
1782,282,247,2025-05-07,19
1783,283,490,2024-11-13,13
1784,284,875,2025-05-04,3
1785,285,697,2024-12-25,15
1786,286,616,2024-12-11,4
1787,287,358,2025-06-15,15
1788,288,73,2024-10-18,11
1789,289,161,2024-11-04,1
1790,290,770,2025-06-07,11
1791,291,588,2024-08-01,13
1792,292,194,2025-04-07,2
1793,293,882,2025-04-19,20
1794,294,227,2025-06-30,3
1795,295,643,2025-07-19,13
1796,296,499,2025-01-12,19
1797,297,912,2024-08-17,5
1798,298,491,2025-07-20,14
1799,299,324,2024-12-12,9
1800,300,480,2024-08-24,14
1801,301,18,2025-01-10,2
1802,302,933,2024-09-27,7
1803,303,152,2025-06-13,11
1804,304,303,2025-03-12,1
1805,305,919,2025-01-10,3
1806,306,758,2024-09-20,14
1807,307,720,2025-04-18,14
